Location,Bed,Bath,To-let From,Rent,Title,Region
"Dhanmondi 32, Dhanmondi",1,1,September Rent ,3500,"Bachelor Seat Rent Dhanmondi 32, Dhanmondi",Dhaka
"Mirpur 10, Mirpur",N/A,1,October Rent ,7500,"Sublet Room Rent Mirpur 10, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 7500 BDT Save Property Add to Compare",Dhaka
"Mirpur 1, Mirpur",N/A,1,October Rent ,6600,"Sublet Room Rent Mirpur 1, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6600 BDT Save Property Add to Compare",Dhaka
"Mirpur 1, Mirpur",1,1,October Rent ,2000,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka
"Mirpur 6, Mirpur",N/A,1,October Rent ,6500,"Sublet Room Rent Mirpur 6, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6500 BDT Save Property Add to Compare",Dhaka
"Chandrima Model Town, Mohammadpur",3,3,October Rent ,13000,"Family Flat Rent Chandrima Model Town, Mohammadpur",Dhaka
"Bashundhara R.A, Vatara",1,1,October Rent ,14500,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Master Bari, Uttarkhan",3,3,October Rent ,18000,"Family Flat Rent Master Bari, Uttarkhan",Dhaka
"Lalbag, Dhaka",2,1,September Rent ,17000,"Family Flat Rent Lalbag, Dhaka",Dhaka
"Mirpur 13, Mirpur",1,1,October Rent ,7500,"Bachelor Room Rent Mirpur 13, Mirpur",Dhaka
"Mirpur 1, Mirpur",1,1,October Rent ,3300,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka
"Mirpur 2, Mirpur",N/A,1,October Rent ,7500,"Sublet Room Rent Mirpur 2, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 7500 BDT Save Property Add to Compare",Dhaka
"Mohammadia Housing Society, Mohammadpur",N/A,1,October Rent ,6000,"Sublet Room Rent Mohammadia Housing Society, Mohammadpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6000 BDT Save Property Add to Compare",Dhaka
"Bakshibazar, Lalbag",N/A,1,October Rent ,8000,"Sublet Room Rent Bakshibazar, Lalbag Room: 1, Bath: 1 To-let from:
                                October Rent : 8000 BDT Save Property Add to Compare",Dhaka
"Mirpur 1, Mirpur",1,1,October Rent ,8000,"Bachelor Room Rent Mirpur 1, Mirpur",Dhaka
"Mirpur 10, Mirpur",N/A,1,October Rent ,7000,"Sublet Room Rent Mirpur 10, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 7000 BDT Save Property Add to Compare",Dhaka
"Banasree, Rampura",2,2,October Rent ,16000,"Family Flat Rent Banasree, Rampura",Dhaka
"North Badda, Badda",1,1,October Rent ,3000,"Bachelor Seat Rent North Badda, Badda",Dhaka
"Mohakhali, Gulshan",1,1,October Rent ,9000,"Bachelor Room Rent Mohakhali, Gulshan",Dhaka
"Mohakhali, Gulshan",N/A,1,September Rent ,7200,"Sublet Room Rent Mohakhali, Gulshan Room: 1, Bath: 1 To-let from:
                                September Rent : 7200 BDT Save Property Add to Compare",Dhaka
"Mohakhali, Gulshan",1,1,October Rent ,8000,"Bachelor Room Rent Mohakhali, Gulshan",Dhaka
"Mohakhali, Gulshan",N/A,1,September Rent ,8300,"Sublet Room Rent Mohakhali, Gulshan Room: 1, Bath: 1 To-let from:
                                September Rent : 8300 BDT Save Property Add to Compare",Dhaka
"Mohakhali, Gulshan",1,1,October Rent ,3350,"Bachelor Seat Rent Mohakhali, Gulshan",Dhaka
"Badda, Dhaka",1,1,October Rent ,7500,"Family House Rent Badda, Dhaka",Dhaka
"Bashundhara R.A, Vatara",1,1,October Rent ,10500,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Bashundhara R.A, Vatara",3,2,October Rent ,28000,"Family Apartment Rent Bashundhara R.A, Vatara",Dhaka
"Bashundhara R.A, Vatara",4,3,October Rent ,35000,"Family House Rent Bashundhara R.A, Vatara",Dhaka
"Bashundhara R.A, Vatara",1,1,September Rent ,12000,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Mirpur 1, Mirpur",N/A,1,October Rent ,6500,"Sublet Room Rent Mirpur 1, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6500 BDT Save Property Add to Compare",Dhaka
"Mirpur 6, Mirpur",1,1,October Rent ,3000,"Bachelor Seat Rent Mirpur 6, Mirpur",Dhaka
"Shahjadpur, Gulshan",N/A,1,October Rent ,9000,"Sublet Room Rent Shahjadpur, Gulshan Room: 1, Bath: 1 To-let from:
                                October Rent : 9000 BDT Save Property Add to Compare",Dhaka
"Mohakhali, Gulshan",N/A,2,September Rent ,7500,"Sublet Room Rent Mohakhali, Gulshan Room: 3, Bath: 2 To-let from:
                                September Rent : 7500 BDT Save Property Add to Compare",Dhaka
"Manikdi, Cantonment",4,4,October Rent ,30000,"Family Flat Rent Manikdi, Cantonment",Dhaka
"Basabo, Khilgaon",2,1,October Rent ,7000,"Family House Rent Basabo, Khilgaon",Dhaka
"South Banasree, Rampura",1,1,September Rent ,4500,"Bachelor Room Rent South Banasree, Rampura",Dhaka
"Goran, Khilgaon",3,3,October Rent ,13500,"Family Flat Rent Goran, Khilgaon",Dhaka
"Bashundhara R.A, Vatara",1,1,October Rent ,16000,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Sector 14, Uttara",1,1,October Rent ,3000,"Bachelor Seat Rent Sector 14, Uttara",Dhaka
"Sector 14, Uttara",1,1,October Rent ,3000,"Bachelor Seat Rent Sector 14, Uttara",Dhaka
"Tikkapara, Mohammadpur",1,1,October Rent ,3800,"Bachelor Seat Rent Tikkapara, Mohammadpur",Dhaka
"Dhanmondi, Dhaka",1,1,September Rent ,9500,"Bachelor Room Rent Dhanmondi, Dhaka",Dhaka
"Shekhertek, Mohammadpur",2,2,November Rent ,13000,"Family Flat Rent Shekhertek, Mohammadpur",Dhaka
"Mirpur 1, Mirpur",1,1,October Rent ,5500,"Bachelor Room Rent Mirpur 1, Mirpur",Dhaka
"Narinda, Wari",3,3,October Rent ,23000,"Family Flat Rent Narinda, Wari",Dhaka
"Basabo, Khilgaon",2,2,September Rent ,15000,"Family Flat Rent Basabo, Khilgaon",Dhaka
"Gopibag, Motijheel",1,1,October Rent ,8000,"Bachelor House Rent Gopibag, Motijheel",Dhaka
"Mirpur 2, Mirpur",1,1,October Rent ,8000,"Family House Rent Mirpur 2, Mirpur",Dhaka
"Goaltek, Daskhinkhan",1,1,October Rent ,3500,"Bachelor Seat Rent Goaltek, Daskhinkhan",Dhaka
"Kazipara, Mirpur",1,1,October Rent ,8500,"Bachelor Room Rent Kazipara, Mirpur",Dhaka
"Azimpur, Lalbag",N/A,1,October Rent ,8000,"Sublet Room Rent Azimpur, Lalbag Room: 1, Bath: 1 To-let from:
                                October Rent : 8000 BDT Save Property Add to Compare",Dhaka
"West Dhanmondi, Dhanmondi",2,1,September Rent ,14000,"Bachelor House Rent West Dhanmondi, Dhanmondi",Dhaka
"Amligola, Lalbag",1,1,October Rent ,2700,"Bachelor Seat Rent Amligola, Lalbag",Dhaka
"Bashundhara R.A, Vatara",3,3,September Rent ,40000,"Family Flat Rent Bashundhara R.A, Vatara",Dhaka
"Bosila, Mohammadpur",1,1,September Rent ,5500,"Bachelor Room Rent Bosila, Mohammadpur",Dhaka
"Mohammadia Housing Society, Mohammadpur",2,1,September Rent ,10000,"Family Flat Rent Mohammadia Housing Society, Mohammadpur",Dhaka
"Dhanmondi 15, Dhanmondi",1,1,September Rent ,3500,"Bachelor Seat Rent Dhanmondi 15, Dhanmondi",Dhaka
"Dhanmondi, Dhaka",2,2,October Rent ,13500,"Family House Rent Dhanmondi, Dhaka",Dhaka
"Kaderabad Housing Society, Mohammadpur",1,1,October Rent ,3500,"Bachelor Seat Rent Kaderabad Housing Society, Mohammadpur",Dhaka
"Dhaka Uddan Housing, Mohammadpur",4,3,September Rent ,17000,"Family Flat Rent Dhaka Uddan Housing, Mohammadpur",Dhaka
"Kaderabad Housing Society, Mohammadpur",1,1,October Rent ,3500,"Bachelor Seat Rent Kaderabad Housing Society, Mohammadpur",Dhaka
"Rajarbag, Motijheel",1,1,September Rent ,3800,"Bachelor Seat Rent Rajarbag, Motijheel",Dhaka
"Uttarkhan, Dhaka",2,1,September Rent ,5500,"Family Flat Rent Uttarkhan, Dhaka",Dhaka
"Mirpur 10, Mirpur",N/A,1,September Rent ,6500,"Sublet Room Rent Mirpur 10, Mirpur Room: 1, Bath: 1 To-let from:
                                September Rent : 6500 BDT Save Property Add to Compare",Dhaka
"Azimpur, Lalbag",2,1,October Rent ,8000,"Family Flat Rent Azimpur, Lalbag",Dhaka
"Banasree, Rampura",2,2,October Rent ,16000,"Family Flat Rent Banasree, Rampura",Dhaka
"Mohakhali, Gulshan",1,1,October Rent ,6300,"Bachelor Seat Rent Mohakhali, Gulshan",Dhaka
"Chandrima Model Town, Mohammadpur",N/A,1,October Rent ,6500,"Sublet Room Rent Chandrima Model Town, Mohammadpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6500 BDT Save Property Add to Compare",Dhaka
"Nabi Nagar Housing, Mohammadpur",3,3,September Rent ,18000,"Family Flat Rent Nabi Nagar Housing, Mohammadpur",Dhaka
"Noboudoy Housing, Mohammadpur",2,2,October Rent ,13000,"Family Flat Rent Noboudoy Housing, Mohammadpur",Dhaka
"Dhanmondi, Dhaka",N/A,1,October Rent ,9500,"Sublet Room Rent Dhanmondi, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 9500 BDT Save Property Add to Compare",Dhaka
"Bosila, Mohammadpur",3,2,October Rent ,12000,"Family Flat Rent Bosila, Mohammadpur",Dhaka
"Shangkar, Dhanmondi",1,1,October Rent ,8000,"Bachelor Room Rent Shangkar, Dhanmondi",Dhaka
"Shekhertek, Mohammadpur",1,1,October Rent ,7000,"Bachelor Room Rent Shekhertek, Mohammadpur",Dhaka
"Zigatola, Dhanmondi",1,1,September Rent ,4500,"Bachelor Seat Rent Zigatola, Dhanmondi",Dhaka
"40 Feet, Mohammadpur",1,1,September Rent ,4800,"Bachelor Room Rent 40 Feet, Mohammadpur",Dhaka
"Bosila, Mohammadpur",N/A,1,September Rent ,4500,"Sublet Room Rent Bosila, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 4500 BDT Save Property Add to Compare",Dhaka
"Zigatola, Dhanmondi",1,1,October Rent ,10000,"Bachelor Room Rent Zigatola, Dhanmondi",Dhaka
"Shyamoli, Mohammadpur",1,1,October Rent ,3000,"Bachelor Seat Rent Shyamoli, Mohammadpur",Dhaka
"Mohammadpur, Dhaka",1,1,October Rent ,6000,"Bachelor Room Rent Mohammadpur, Dhaka",Dhaka
"Mohammadia Housing Society, Mohammadpur",1,1,October Rent ,2650,"Bachelor Seat Rent Mohammadia Housing Society, Mohammadpur",Dhaka
"Mirpur 1, Mirpur",1,1,September Rent ,4200,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka
"Pirerbag, Mirpur",2,1,October Rent ,12000,"Family Flat Rent Pirerbag, Mirpur",Dhaka
"Dhanmondi, Dhaka",N/A,1,October Rent ,8000,"Sublet Room Rent Dhanmondi, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 8000 BDT Save Property Add to Compare",Dhaka
"Mirpur 1, Mirpur",1,1,September Rent ,3500,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka
"Dhaka Uddan Housing, Mohammadpur",N/A,1,October Rent ,6500,"Sublet Room Rent Dhaka Uddan Housing, Mohammadpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6500 BDT Save Property Add to Compare",Dhaka
"Aftab Nagar, Badda",3,3,October Rent ,22000,"Family Flat Rent Aftab Nagar, Badda",Dhaka
"Ullan, Rampura",3,2,October Rent ,17000,"Family Flat Rent Ullan, Rampura",Dhaka
"Noyanagor, Khilkhet",N/A,1,September Rent ,8000,"Sublet Room Rent Noyanagor, Khilkhet Room: 1, Bath: 1 To-let from:
                                September Rent : 8000 BDT Save Property Add to Compare",Dhaka
"Shangkar, Dhanmondi",1,1,October Rent ,2600,"Bachelor Seat Rent Shangkar, Dhanmondi",Dhaka
"Dhanmondi 15, Dhanmondi",1,1,October Rent ,2500,"Bachelor Seat Rent Dhanmondi 15, Dhanmondi",Dhaka
"Shangkar, Dhanmondi",1,1,October Rent ,6000,"Bachelor Room Rent Shangkar, Dhanmondi",Dhaka
"Sobhanbagh, Dhanmondi",1,1,October Rent ,5500,"Bachelor Seat Rent Sobhanbagh, Dhanmondi",Dhaka
"Katasur, Mohammadpur",1,1,October Rent ,2320,"Bachelor Seat Rent Katasur, Mohammadpur",Dhaka
"Mohammadpur, Dhaka",N/A,1,October Rent ,8500,"Sublet Room Rent Mohammadpur, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 8500 BDT Save Property Add to Compare",Dhaka
"Mohammadpur, Dhaka",N/A,1,October Rent ,8000,"Sublet Room Rent Mohammadpur, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 8000 BDT Save Property Add to Compare",Dhaka
"Dhaka Uddan Housing, Mohammadpur",2,1,October Rent ,8500,"Family House Rent Dhaka Uddan Housing, Mohammadpur",Dhaka
"Chad Uddan, Mohammadpur",1,1,October Rent ,4000,"Bachelor Seat Rent Chad Uddan, Mohammadpur",Dhaka
"Pirerbag, Mirpur",N/A,1,October Rent ,8000,"Sublet Room Rent Pirerbag, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 8000 BDT Save Property Add to Compare",Dhaka
"Chandrima Model Town, Mohammadpur",3,3,October Rent ,13000,"Family House Rent Chandrima Model Town, Mohammadpur",Dhaka
"Azimpur, Lalbag",1,1,October Rent ,2415,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka
"Zigatola, Dhanmondi",1,1,November Rent ,8500,"Bachelor Room Rent Zigatola, Dhanmondi",Dhaka
"Dhanmondi, Dhaka",1,1,October Rent ,3600,"Bachelor Seat Rent Dhanmondi, Dhaka",Dhaka
"Dhanmondi, Dhaka",N/A,1,October Rent ,5000,"Sublet Room Rent Dhanmondi, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 5000 BDT Save Property Add to Compare",Dhaka
"Bashundhara R.A, Vatara",1,1,September Rent ,5000,"Bachelor Seat Rent Bashundhara R.A, Vatara",Dhaka
"Adabor, Dhaka",N/A,1,October Rent ,11000,"Sublet Room Rent Adabor, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 11000 BDT Save Property Add to Compare",Dhaka
"Badda DIT Project, Badda",1,1,October Rent ,12000,"Family Flat Rent Badda DIT Project, Badda",Dhaka
"Bashundhara R.A, Vatara",3,4,September Rent ,40000,"Family Flat Rent Bashundhara R.A, Vatara",Dhaka
"Daskhinkhan, Dhaka",4,3,September Rent ,18000,"Family House Rent Daskhinkhan, Dhaka",Dhaka
"Banasree, Rampura",1,1,October Rent ,2600,"Bachelor Seat Rent Banasree, Rampura",Dhaka
"Mohammadpur, Dhaka",1,1,October Rent ,8000,"Bachelor Room Rent Mohammadpur, Dhaka",Dhaka
"Uttara, Dhaka",1,1,October Rent ,10000,"Family Flat Rent Uttara, Dhaka",Dhaka
"Mirpur, Dhaka",2,2,October Rent ,11500,"Family House Rent Mirpur, Dhaka",Dhaka
"Shewrapara, Mirpur",1,1,October Rent ,3240,"Bachelor Seat Rent Shewrapara, Mirpur",Dhaka
"Adabor, Dhaka",2,1,September Rent ,7000,"Bachelor House Rent Adabor, Dhaka",Dhaka
"South Banasree, Rampura",3,3,October Rent ,17000,"Family Apartment Rent South Banasree, Rampura",Dhaka
"Mirpur 1, Mirpur",2,2,September Rent ,2500,"Bachelor Room Rent Mirpur 1, Mirpur",Dhaka
"Mirpur 10, Mirpur",1,1,September Rent ,2000,"Bachelor Seat Rent Mirpur 10, Mirpur",Dhaka
"Mirpur 2, Mirpur",1,1,October Rent ,2500,"Bachelor Seat Rent Mirpur 2, Mirpur",Dhaka
"Mirpur 1, Mirpur",1,1,October Rent ,2100,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka
"Monipur, Mirpur",1,1,October Rent ,3500,"Bachelor Seat Rent Monipur, Mirpur",Dhaka
"Sutrapur, Dhaka",1,1,September Rent ,2000,"Bachelor Seat Rent Sutrapur, Dhaka",Dhaka
"Malibag, Shahjahanpur",1,1,September Rent ,3500,"Bachelor Seat Rent Malibag, Shahjahanpur",Dhaka
"Bashundhara R.A, Vatara",1,1,October Rent ,14500,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Mirpur 2, Mirpur",1,1,September Rent ,3000,"Bachelor Seat Rent Mirpur 2, Mirpur",Dhaka
"Dhanmondi 15, Dhanmondi",1,1,September Rent ,3500,"Bachelor Seat Rent Dhanmondi 15, Dhanmondi",Dhaka
"Mirpur 11, Mirpur",N/A,1,October Rent ,4500,"Sublet Room Rent Mirpur 11, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 4500 BDT Save Property Add to Compare",Dhaka
"Mirpur, Dhaka",1,1,October Rent ,2060,"Bachelor Seat Rent Mirpur, Dhaka",Dhaka
"Uttara, Dhaka",3,2,October Rent ,10000,"Family Unit Rent Uttara, Dhaka",Dhaka
"Mirpur 2, Mirpur",N/A,1,November Rent ,7500,"Sublet Room Rent Mirpur 2, Mirpur Room: 1, Bath: 1 To-let from:
                                November Rent : 7500 BDT Save Property Add to Compare",Dhaka
"Mirpur 1, Mirpur",1,1,October Rent ,7200,"Bachelor Room Rent Mirpur 1, Mirpur",Dhaka
"Ashkona, Airport",2,1,October Rent ,7000,"Family Room Rent Ashkona, Airport",Dhaka
"Uttara, Dhaka",N/A,1,October Rent ,6000,"Sublet Room Rent Uttara, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 6000 BDT Save Property Add to Compare",Dhaka
"Nikunja 2, Khilkhet",1,1,September Rent ,2500,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka
"Kallyanpur, Mirpur",2,1,October Rent ,12000,"Family Flat Rent Kallyanpur, Mirpur",Dhaka
"Abdullahpur, Uttara",2,2,October Rent ,14500,"Family Flat Rent Abdullahpur, Uttara",Dhaka
"East Rampura, Rampura",1,1,October Rent ,5000,"Bachelor Seat Rent East Rampura, Rampura",Dhaka
"Dhaka Uddan Housing, Mohammadpur",N/A,1,October Rent ,7000,"Sublet Room Rent Dhaka Uddan Housing, Mohammadpur Room: 1, Bath: 1 To-let from:
                                October Rent : 7000 BDT Save Property Add to Compare",Dhaka
"Mohammadpur, Dhaka",1,1,October Rent ,3800,"Family Room Rent Mohammadpur, Dhaka",Dhaka
"Mohammadpur, Dhaka",1,1,October Rent ,3000,"Bachelor Seat Rent Mohammadpur, Dhaka",Dhaka
"Chandrima Model Town, Mohammadpur",1,1,October Rent ,5100,"Family Flat Rent Chandrima Model Town, Mohammadpur",Dhaka
"Dhanmondi, Dhaka",1,1,October Rent ,2600,"Bachelor Seat Rent Dhanmondi, Dhaka",Dhaka
"Mohammadpur, Dhaka",1,1,September Rent ,4500,"Bachelor Seat Rent Mohammadpur, Dhaka",Dhaka
"Middle Badda, Badda",1,1,October Rent ,2550,"Bachelor Seat Rent Middle Badda, Badda",Dhaka
"Rosulbag, Lalbag",1,1,September Rent ,7000,"Bachelor Room Rent Rosulbag, Lalbag",Dhaka
"South Badda, Badda",1,2,September Rent ,8500,"Family Flat Rent South Badda, Badda",Dhaka
"Bashundhara R.A, Vatara",1,1,September Rent ,25000,"Family House Rent Bashundhara R.A, Vatara",Dhaka
"Mohakhali, Gulshan",1,1,October Rent ,6000,"Family Room Rent Mohakhali, Gulshan",Dhaka
"Middle Badda, Badda",1,1,September Rent ,4000,"Bachelor Seat Rent Middle Badda, Badda",Dhaka
"Badda, Dhaka",1,1,September Rent ,3500,"Bachelor Seat Rent Badda, Dhaka",Dhaka
"Middle Badda, Badda",1,1,September Rent ,4000,"Bachelor Seat Rent Middle Badda, Badda",Dhaka
"Adabor, Dhaka",N/A,1,September Rent ,6000,"Sublet Room Rent Adabor, Dhaka Room: 1, Bath: 1 To-let from:
                                September Rent : 6000 BDT Save Property Add to Compare",Dhaka
"Badda, Dhaka",1,1,September Rent ,3500,"Bachelor Seat Rent Badda, Dhaka",Dhaka
"Kallyanpur, Mirpur",2,1,October Rent ,12000,"Family Flat Rent Kallyanpur, Mirpur",Dhaka
"Shonir Akhra, Jatrabari",1,1,September Rent ,3500,"Bachelor Room Rent Shonir Akhra, Jatrabari",Dhaka
"Matuail, Jatrabari",2,2,October Rent ,8500,"Family Flat Rent Matuail, Jatrabari",Dhaka
"Dania, Jatrabari",2,2,November Rent ,9500,"Family Flat Rent Dania, Jatrabari",Dhaka
"Jatrabari, Dhaka",2,1,September Rent ,9500,"Family Flat Rent Jatrabari, Dhaka",Dhaka
"Kadamtali, Keraniganj",2,1,October Rent ,7000,"Family Flat Rent Kadamtali, Keraniganj",Dhaka
"Sarulia, Demra",1,1,September Rent ,4500,"Bachelor Flat Rent Sarulia, Demra",Dhaka
"Turag, Dhaka",1,1,October Rent ,3250,"Bachelor Seat Rent Turag, Dhaka",Dhaka
"Bashundhara R.A, Vatara",1,1,October Rent ,8500,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Kathalbagan, Kalabagan",3,2,November Rent ,25000,"Family Flat Rent Kathalbagan, Kalabagan",Dhaka
"Mohammadia Housing Society, Mohammadpur",1,1,October Rent ,7500,"Family Room Rent Mohammadia Housing Society, Mohammadpur",Dhaka
"Dhanmondi 32, Dhanmondi",1,1,October Rent ,3600,"Bachelor Seat Rent Dhanmondi 32, Dhanmondi",Dhaka
"Mohammadpur, Dhaka",N/A,1,October Rent ,11000,"Sublet Room Rent Mohammadpur, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 11000 BDT Save Property Add to Compare",Dhaka
"Sector 13, Uttara",N/A,1,October Rent ,9000,"Sublet Room Rent Sector 13, Uttara Room: 1, Bath: 1 To-let from:
                                October Rent : 9000 BDT Save Property Add to Compare",Dhaka
"Vatara, Dhaka",1,1,September Rent ,3000,"Bachelor Seat Rent Vatara, Dhaka",Dhaka
"Aftab Nagar, Badda",3,4,September Rent ,24000,"Family House Rent Aftab Nagar, Badda",Dhaka
"Aftab Nagar, Badda",1,1,September Rent ,4000,"Bachelor Room Rent Aftab Nagar, Badda",Dhaka
"Aftab Nagar, Badda",3,3,September Rent ,30000,"Family House Rent Aftab Nagar, Badda",Dhaka
"Daskhinkhan, Dhaka",3,2,October Rent ,15000,"Family Flat Rent Daskhinkhan, Dhaka",Dhaka
"Kawlar, Daskhinkhan",3,2,October Rent ,17000,"Family Flat Rent Kawlar, Daskhinkhan",Dhaka
"Satarkul, Badda",1,1,October Rent ,3000,"Bachelor Seat Rent Satarkul, Badda",Dhaka
"Bashundhara R.A, Vatara",3,4,October Rent ,40000,"Family House Rent Bashundhara R.A, Vatara",Dhaka
"Bashundhara R.A, Vatara",3,4,September Rent ,40000,"Family Apartment Rent Bashundhara R.A, Vatara",Dhaka
"Bashundhara R.A, Vatara",1,1,September Rent ,4500,"Bachelor Seat Rent Bashundhara R.A, Vatara",Dhaka
"Bashundhara R.A, Vatara",1,1,October Rent ,13500,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka
"Ashkona, Airport",1,1,October Rent ,2500,"Bachelor Seat Rent Ashkona, Airport",Dhaka
"Banasree, Rampura",1,1,September Rent ,2800,"Bachelor Seat Rent Banasree, Rampura",Dhaka
"Dhanmondi 15, Dhanmondi",1,1,October Rent ,3500,"Bachelor Seat Rent Dhanmondi 15, Dhanmondi",Dhaka
"Dhanmondi 32, Dhanmondi",1,1,September Rent ,3300,"Bachelor Seat Rent Dhanmondi 32, Dhanmondi",Dhaka
"West Rajarbazar, Tejgaon",1,1,October Rent ,3600,"Bachelor Seat Rent West Rajarbazar, Tejgaon",Dhaka
"Mirpur 1, Mirpur",1,1,October Rent ,7000,"Bachelor Room Rent Mirpur 1, Mirpur",Dhaka
"Senpara Parbata, Mirpur",1,1,October Rent ,3400,"Bachelor Seat Rent Senpara Parbata, Mirpur",Dhaka
"Mirpur 2, Mirpur",1,1,October Rent ,2350,"Bachelor Seat Rent Mirpur 2, Mirpur",Dhaka
"Mirpur 2, Mirpur",1,1,September Rent ,2500,"Bachelor Seat Rent Mirpur 2, Mirpur",Dhaka
"Moghbazar, Ramna",2,2,October Rent ,15000,"Family Flat Rent Moghbazar, Ramna",Dhaka
"Basabo, Sabujbag",2,1,September Rent ,8000,"Family Flat Rent Basabo, Sabujbag",Dhaka
