Location,Bed,Bath,To-let From,Rent,Title,Region,Month,SubArea,PropertyType
"Zigatola, Dhanmondi",1,1,October Rent ,4500,"Bachelor Room Rent Zigatola, Dhanmondi",Dhaka,10,Zigatola,Bachelor Room
"Nikunja 2, Khilkhet",1,1,October Rent ,10000,"Bachelor Room Rent Nikunja 2, Khilkhet",Dhaka,10,Nikunja 2,Bachelor Room
"Sector 7, Uttara",1,1,October Rent ,4600,"Bachelor Seat Rent Sector 7, Uttara",Dhaka,10,Sector 7,Bachelor Seat
"Nikunja 2, Khilkhet",1,1,October Rent ,3700,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,10,Nikunja 2,Bachelor Seat
"Banasree, Rampura",1,1,October Rent ,5000,"Bachelor Room Rent Banasree, Rampura",Dhaka,10,Banasree,Bachelor Room
"North Badda, Badda",0,1,November Rent ,8000,"Sublet Room Rent North Badda, Badda Room: 1, Bath: 1 To-let from:
                                November Rent : 8000 BDT Save Property Add to Compare",Dhaka,11,North Badda,Sublet
"Mohanagar Project, Rampura",0,1,October Rent ,7000,"Sublet Room Rent Mohanagar Project, Rampura Room: 1, Bath: 1 To-let from:
                                October Rent : 7000 BDT Save Property Add to Compare",Dhaka,10,Mohanagar Project,Sublet
"Banasree, Rampura",1,1,October Rent ,4000,"Bachelor Seat Rent Banasree, Rampura",Dhaka,10,Banasree,Bachelor Seat
"Lalbag, Dhaka",1,1,October Rent ,2600,"Bachelor Seat Rent Lalbag, Dhaka",Dhaka,10,Lalbag,Bachelor Seat
"Sector 12, Uttara",0,1,October Rent ,9000,"Sublet Room Rent Sector 12, Uttara Room: 1, Bath: 1 To-let from:
                                October Rent : 9000 BDT Save Property Add to Compare",Dhaka,10,Sector 12,Sublet
"Kuril, Vatara",1,1,October Rent ,4000,"Bachelor Seat Rent Kuril, Vatara",Dhaka,10,Kuril,Bachelor Seat
"North Badda, Badda",1,1,October Rent ,5800,"Bachelor Room Rent North Badda, Badda",Dhaka,10,North Badda,Bachelor Room
"Nikunja 2, Khilkhet",1,1,October Rent ,2300,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,10,Nikunja 2,Bachelor Seat
"Nikunja 2, Khilkhet",1,1,October Rent ,3130,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,10,Nikunja 2,Bachelor Seat
"Nikunja 2, Khilkhet",1,1,October Rent ,3250,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,10,Nikunja 2,Bachelor Seat
"Nikunja 2, Khilkhet",1,1,October Rent ,3350,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,10,Nikunja 2,Bachelor Seat
"Khilkhet, Dhaka",1,1,October Rent ,7600,"Bachelor Room Rent Khilkhet, Dhaka",Dhaka,10,Khilkhet,Bachelor Room
"Uttarpara, Khilkhet",2,2,October Rent ,13000,"Family House Rent Uttarpara, Khilkhet",Dhaka,10,Uttarpara,Family
"Nikunja 2, Khilkhet",1,1,October Rent ,6200,"Bachelor Room Rent Nikunja 2, Khilkhet",Dhaka,10,Nikunja 2,Bachelor Room
"Nikunja 2, Khilkhet",1,1,October Rent ,3000,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,10,Nikunja 2,Bachelor Seat
"Nikunja 2, Khilkhet",1,1,October Rent ,3750,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,10,Nikunja 2,Bachelor Seat
"Khilkhet, Dhaka",1,1,October Rent ,2350,"Bachelor Seat Rent Khilkhet, Dhaka",Dhaka,10,Khilkhet,Bachelor Seat
"Nikunja 2, Khilkhet",1,1,October Rent ,4200,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,10,Nikunja 2,Bachelor Seat
"Sector 10, Uttara",1,1,October Rent ,3200,"Bachelor Seat Rent Sector 10, Uttara",Dhaka,10,Sector 10,Bachelor Seat
"Rayer Bazar, Mohammadpur",1,1,October Rent ,6200,"Bachelor Room Rent Rayer Bazar, Mohammadpur",Dhaka,10,Rayer Bazar,Bachelor Room
"Bashundhara R.A, Vatara",3,3,September Rent ,40000,"Family Flat Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Family
"Nikunja 2, Khilkhet",1,1,September Rent ,3500,"Bachelor Seat Rent Nikunja 2, Khilkhet",Dhaka,9,Nikunja 2,Bachelor Seat
"Middle Badda, Badda",3,2,October Rent ,23000,"Family House Rent Middle Badda, Badda",Dhaka,10,Middle Badda,Family
"Aftab Nagar, Badda",1,1,September Rent ,3500,"Bachelor Seat Rent Aftab Nagar, Badda",Dhaka,9,Aftab Nagar,Bachelor Seat
"West Rampura, Rampura",0,1,October Rent ,7000,"Sublet Room Rent West Rampura, Rampura Room: 1, Bath: 1 To-let from:
                                October Rent : 7000 BDT Save Property Add to Compare",Dhaka,10,West Rampura,Sublet
"Banasree, Rampura",0,1,October Rent ,10500,"Sublet Room Rent Banasree, Rampura Room: 2, Bath: 1 To-let from:
                                October Rent : 10500 BDT Save Property Add to Compare",Dhaka,10,Banasree,Sublet
"Banasree, Rampura",1,1,September Rent ,2000,"Bachelor Seat Rent Banasree, Rampura",Dhaka,9,Banasree,Bachelor Seat
"Mirpur 6, Mirpur",1,1,October Rent ,2400,"Bachelor Seat Rent Mirpur 6, Mirpur",Dhaka,10,Mirpur 6,Bachelor Seat
"Mirpur 10, Mirpur",0,1,October Rent ,6000,"Sublet Room Rent Mirpur 10, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6000 BDT Save Property Add to Compare",Dhaka,10,Mirpur 10,Sublet
"East Shewrapara, Mirpur",2,1,October Rent ,12000,"Family Flat Rent East Shewrapara, Mirpur",Dhaka,10,East Shewrapara,Family
"Shewrapara, Mirpur",1,1,September Rent ,4000,"Bachelor Seat Rent Shewrapara, Mirpur",Dhaka,9,Shewrapara,Bachelor Seat
"Kazipara, Mirpur",1,1,September Rent ,2800,"Bachelor Seat Rent Kazipara, Mirpur",Dhaka,9,Kazipara,Bachelor Seat
"40 Feet, Mohammadpur",1,1,October Rent ,2500,"Bachelor Seat Rent 40 Feet, Mohammadpur",Dhaka,10,40 Feet,Bachelor Seat
"Zigatola, Dhanmondi",1,1,September Rent ,2150,"Bachelor Seat Rent Zigatola, Dhanmondi",Dhaka,9,Zigatola,Bachelor Seat
"Mohammadia Housing Society, Mohammadpur",0,1,September Rent ,8000,"Sublet Room Rent Mohammadia Housing Society, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 8000 BDT Save Property Add to Compare",Dhaka,9,Mohammadia Housing Society,Sublet
"Mohammadpur, Dhaka",1,1,October Rent ,5000,"Bachelor Room Rent Mohammadpur, Dhaka",Dhaka,10,Mohammadpur,Bachelor Room
"Dhanmondi 32, Dhanmondi",1,1,September Rent ,3500,"Bachelor Seat Rent Dhanmondi 32, Dhanmondi",Dhaka,9,Dhanmondi 32,Bachelor Seat
"Mirpur 10, Mirpur",0,1,October Rent ,7500,"Sublet Room Rent Mirpur 10, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 7500 BDT Save Property Add to Compare",Dhaka,10,Mirpur 10,Sublet
"Mirpur 1, Mirpur",0,1,October Rent ,6600,"Sublet Room Rent Mirpur 1, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6600 BDT Save Property Add to Compare",Dhaka,10,Mirpur 1,Sublet
"Mirpur 1, Mirpur",1,1,October Rent ,2000,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka,10,Mirpur 1,Bachelor Seat
"Mirpur 6, Mirpur",0,1,October Rent ,6500,"Sublet Room Rent Mirpur 6, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6500 BDT Save Property Add to Compare",Dhaka,10,Mirpur 6,Sublet
"Chandrima Model Town, Mohammadpur",3,3,October Rent ,13000,"Family Flat Rent Chandrima Model Town, Mohammadpur",Dhaka,10,Chandrima Model Town,Family
"Bashundhara R.A, Vatara",1,1,October Rent ,14500,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka,10,Bashundhara R.A,Bachelor Room
"Master Bari, Uttarkhan",3,3,October Rent ,18000,"Family Flat Rent Master Bari, Uttarkhan",Dhaka,10,Master Bari,Family
"Lalbag, Dhaka",2,1,September Rent ,17000,"Family Flat Rent Lalbag, Dhaka",Dhaka,9,Lalbag,Family
"Mirpur 13, Mirpur",1,1,October Rent ,7500,"Bachelor Room Rent Mirpur 13, Mirpur",Dhaka,10,Mirpur 13,Bachelor Room
"Mirpur 1, Mirpur",1,1,October Rent ,3300,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka,10,Mirpur 1,Bachelor Seat
"Mirpur 2, Mirpur",0,1,October Rent ,7500,"Sublet Room Rent Mirpur 2, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 7500 BDT Save Property Add to Compare",Dhaka,10,Mirpur 2,Sublet
"Mohammadia Housing Society, Mohammadpur",0,1,October Rent ,6000,"Sublet Room Rent Mohammadia Housing Society, Mohammadpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6000 BDT Save Property Add to Compare",Dhaka,10,Mohammadia Housing Society,Sublet
"Bakshibazar, Lalbag",0,1,October Rent ,8000,"Sublet Room Rent Bakshibazar, Lalbag Room: 1, Bath: 1 To-let from:
                                October Rent : 8000 BDT Save Property Add to Compare",Dhaka,10,Bakshibazar,Sublet
"Mirpur 1, Mirpur",1,1,October Rent ,8000,"Bachelor Room Rent Mirpur 1, Mirpur",Dhaka,10,Mirpur 1,Bachelor Room
"Mirpur 10, Mirpur",0,1,October Rent ,7000,"Sublet Room Rent Mirpur 10, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 7000 BDT Save Property Add to Compare",Dhaka,10,Mirpur 10,Sublet
"Banasree, Rampura",2,2,October Rent ,16000,"Family Flat Rent Banasree, Rampura",Dhaka,10,Banasree,Family
"North Badda, Badda",1,1,October Rent ,3000,"Bachelor Seat Rent North Badda, Badda",Dhaka,10,North Badda,Bachelor Seat
"Mohakhali, Gulshan",1,1,October Rent ,9000,"Bachelor Room Rent Mohakhali, Gulshan",Dhaka,10,Mohakhali,Bachelor Room
"Mohakhali, Gulshan",0,1,September Rent ,7200,"Sublet Room Rent Mohakhali, Gulshan Room: 1, Bath: 1 To-let from:
                                September Rent : 7200 BDT Save Property Add to Compare",Dhaka,9,Mohakhali,Sublet
"Mohakhali, Gulshan",1,1,October Rent ,8000,"Bachelor Room Rent Mohakhali, Gulshan",Dhaka,10,Mohakhali,Bachelor Room
"Mohakhali, Gulshan",0,1,September Rent ,8300,"Sublet Room Rent Mohakhali, Gulshan Room: 1, Bath: 1 To-let from:
                                September Rent : 8300 BDT Save Property Add to Compare",Dhaka,9,Mohakhali,Sublet
"Mohakhali, Gulshan",1,1,October Rent ,3350,"Bachelor Seat Rent Mohakhali, Gulshan",Dhaka,10,Mohakhali,Bachelor Seat
"Badda, Dhaka",1,1,October Rent ,7500,"Family House Rent Badda, Dhaka",Dhaka,10,Badda,Family
"Bashundhara R.A, Vatara",1,1,October Rent ,10500,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka,10,Bashundhara R.A,Bachelor Room
"Bashundhara R.A, Vatara",3,2,October Rent ,28000,"Family Apartment Rent Bashundhara R.A, Vatara",Dhaka,10,Bashundhara R.A,Family
"Bashundhara R.A, Vatara",4,3,October Rent ,35000,"Family House Rent Bashundhara R.A, Vatara",Dhaka,10,Bashundhara R.A,Family
"Bashundhara R.A, Vatara",1,1,September Rent ,12000,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Bachelor Room
"Mirpur 1, Mirpur",0,1,October Rent ,6500,"Sublet Room Rent Mirpur 1, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6500 BDT Save Property Add to Compare",Dhaka,10,Mirpur 1,Sublet
"Mirpur 6, Mirpur",1,1,October Rent ,3000,"Bachelor Seat Rent Mirpur 6, Mirpur",Dhaka,10,Mirpur 6,Bachelor Seat
"Shahjadpur, Gulshan",0,1,October Rent ,9000,"Sublet Room Rent Shahjadpur, Gulshan Room: 1, Bath: 1 To-let from:
                                October Rent : 9000 BDT Save Property Add to Compare",Dhaka,10,Shahjadpur,Sublet
"Mohakhali, Gulshan",0,2,September Rent ,7500,"Sublet Room Rent Mohakhali, Gulshan Room: 3, Bath: 2 To-let from:
                                September Rent : 7500 BDT Save Property Add to Compare",Dhaka,9,Mohakhali,Sublet
"Manikdi, Cantonment",4,4,October Rent ,30000,"Family Flat Rent Manikdi, Cantonment",Dhaka,10,Manikdi,Family
"Basabo, Khilgaon",2,1,October Rent ,7000,"Family House Rent Basabo, Khilgaon",Dhaka,10,Basabo,Family
"South Banasree, Rampura",1,1,September Rent ,4500,"Bachelor Room Rent South Banasree, Rampura",Dhaka,9,South Banasree,Bachelor Room
"Goran, Khilgaon",3,3,October Rent ,13500,"Family Flat Rent Goran, Khilgaon",Dhaka,10,Goran,Family
"Bashundhara R.A, Vatara",1,1,October Rent ,16000,"Bachelor Room Rent Bashundhara R.A, Vatara",Dhaka,10,Bashundhara R.A,Bachelor Room
"Sector 14, Uttara",1,1,October Rent ,3000,"Bachelor Seat Rent Sector 14, Uttara",Dhaka,10,Sector 14,Bachelor Seat
"Sector 14, Uttara",1,1,October Rent ,3000,"Bachelor Seat Rent Sector 14, Uttara",Dhaka,10,Sector 14,Bachelor Seat
"Tikkapara, Mohammadpur",1,1,October Rent ,3800,"Bachelor Seat Rent Tikkapara, Mohammadpur",Dhaka,10,Tikkapara,Bachelor Seat
"Dhanmondi, Dhaka",1,1,September Rent ,9500,"Bachelor Room Rent Dhanmondi, Dhaka",Dhaka,9,Dhanmondi,Bachelor Room
"Shekhertek, Mohammadpur",2,2,November Rent ,13000,"Family Flat Rent Shekhertek, Mohammadpur",Dhaka,11,Shekhertek,Family
"Mirpur 1, Mirpur",1,1,October Rent ,5500,"Bachelor Room Rent Mirpur 1, Mirpur",Dhaka,10,Mirpur 1,Bachelor Room
"Narinda, Wari",3,3,October Rent ,23000,"Family Flat Rent Narinda, Wari",Dhaka,10,Narinda,Family
"Basabo, Khilgaon",2,2,September Rent ,15000,"Family Flat Rent Basabo, Khilgaon",Dhaka,9,Basabo,Family
"Gopibag, Motijheel",1,1,October Rent ,8000,"Bachelor House Rent Gopibag, Motijheel",Dhaka,10,Gopibag,Other
"Mirpur 2, Mirpur",1,1,October Rent ,8000,"Family House Rent Mirpur 2, Mirpur",Dhaka,10,Mirpur 2,Family
"Goaltek, Daskhinkhan",1,1,October Rent ,3500,"Bachelor Seat Rent Goaltek, Daskhinkhan",Dhaka,10,Goaltek,Bachelor Seat
"Kazipara, Mirpur",1,1,October Rent ,8500,"Bachelor Room Rent Kazipara, Mirpur",Dhaka,10,Kazipara,Bachelor Room
"Azimpur, Lalbag",0,1,October Rent ,8000,"Sublet Room Rent Azimpur, Lalbag Room: 1, Bath: 1 To-let from:
                                October Rent : 8000 BDT Save Property Add to Compare",Dhaka,10,Azimpur,Sublet
"West Dhanmondi, Dhanmondi",2,1,September Rent ,14000,"Bachelor House Rent West Dhanmondi, Dhanmondi",Dhaka,9,West Dhanmondi,Other
"Amligola, Lalbag",1,1,October Rent ,2700,"Bachelor Seat Rent Amligola, Lalbag",Dhaka,10,Amligola,Bachelor Seat
"Bashundhara R.A, Vatara",3,3,September Rent ,40000,"Family Flat Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Family
"Bosila, Mohammadpur",1,1,September Rent ,5500,"Bachelor Room Rent Bosila, Mohammadpur",Dhaka,9,Bosila,Bachelor Room
"Mohammadia Housing Society, Mohammadpur",2,1,September Rent ,10000,"Family Flat Rent Mohammadia Housing Society, Mohammadpur",Dhaka,9,Mohammadia Housing Society,Family
"Dhanmondi 15, Dhanmondi",1,1,September Rent ,3500,"Bachelor Seat Rent Dhanmondi 15, Dhanmondi",Dhaka,9,Dhanmondi 15,Bachelor Seat
"Dhanmondi, Dhaka",2,2,October Rent ,13500,"Family House Rent Dhanmondi, Dhaka",Dhaka,10,Dhanmondi,Family
"Kaderabad Housing Society, Mohammadpur",1,1,October Rent ,3500,"Bachelor Seat Rent Kaderabad Housing Society, Mohammadpur",Dhaka,10,Kaderabad Housing Society,Bachelor Seat
"Dhaka Uddan Housing, Mohammadpur",4,3,September Rent ,17000,"Family Flat Rent Dhaka Uddan Housing, Mohammadpur",Dhaka,9,Dhaka Uddan Housing,Family
"Kaderabad Housing Society, Mohammadpur",1,1,October Rent ,3500,"Bachelor Seat Rent Kaderabad Housing Society, Mohammadpur",Dhaka,10,Kaderabad Housing Society,Bachelor Seat
"Rajarbag, Motijheel",1,1,September Rent ,3800,"Bachelor Seat Rent Rajarbag, Motijheel",Dhaka,9,Rajarbag,Bachelor Seat
"Uttarkhan, Dhaka",2,1,September Rent ,5500,"Family Flat Rent Uttarkhan, Dhaka",Dhaka,9,Uttarkhan,Family
"Mirpur 10, Mirpur",0,1,September Rent ,6500,"Sublet Room Rent Mirpur 10, Mirpur Room: 1, Bath: 1 To-let from:
                                September Rent : 6500 BDT Save Property Add to Compare",Dhaka,9,Mirpur 10,Sublet
"Azimpur, Lalbag",2,1,October Rent ,8000,"Family Flat Rent Azimpur, Lalbag",Dhaka,10,Azimpur,Family
"Banasree, Rampura",2,2,October Rent ,16000,"Family Flat Rent Banasree, Rampura",Dhaka,10,Banasree,Family
"Mohakhali, Gulshan",1,1,October Rent ,6300,"Bachelor Seat Rent Mohakhali, Gulshan",Dhaka,10,Mohakhali,Bachelor Seat
"Chandrima Model Town, Mohammadpur",0,1,October Rent ,6500,"Sublet Room Rent Chandrima Model Town, Mohammadpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6500 BDT Save Property Add to Compare",Dhaka,10,Chandrima Model Town,Sublet
"Nabi Nagar Housing, Mohammadpur",3,3,September Rent ,18000,"Family Flat Rent Nabi Nagar Housing, Mohammadpur",Dhaka,9,Nabi Nagar Housing,Family
"Noboudoy Housing, Mohammadpur",2,2,October Rent ,13000,"Family Flat Rent Noboudoy Housing, Mohammadpur",Dhaka,10,Noboudoy Housing,Family
"Dhanmondi, Dhaka",0,1,October Rent ,9500,"Sublet Room Rent Dhanmondi, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 9500 BDT Save Property Add to Compare",Dhaka,10,Dhanmondi,Sublet
"Bosila, Mohammadpur",3,2,October Rent ,12000,"Family Flat Rent Bosila, Mohammadpur",Dhaka,10,Bosila,Family
"Shangkar, Dhanmondi",1,1,October Rent ,8000,"Bachelor Room Rent Shangkar, Dhanmondi",Dhaka,10,Shangkar,Bachelor Room
"Shekhertek, Mohammadpur",1,1,October Rent ,7000,"Bachelor Room Rent Shekhertek, Mohammadpur",Dhaka,10,Shekhertek,Bachelor Room
"Zigatola, Dhanmondi",1,1,September Rent ,4500,"Bachelor Seat Rent Zigatola, Dhanmondi",Dhaka,9,Zigatola,Bachelor Seat
"40 Feet, Mohammadpur",1,1,September Rent ,4800,"Bachelor Room Rent 40 Feet, Mohammadpur",Dhaka,9,40 Feet,Bachelor Room
"Bosila, Mohammadpur",0,1,September Rent ,4500,"Sublet Room Rent Bosila, Mohammadpur Room: 1, Bath: 1 To-let from:
                                September Rent : 4500 BDT Save Property Add to Compare",Dhaka,9,Bosila,Sublet
"Zigatola, Dhanmondi",1,1,October Rent ,10000,"Bachelor Room Rent Zigatola, Dhanmondi",Dhaka,10,Zigatola,Bachelor Room
"Shyamoli, Mohammadpur",1,1,October Rent ,3000,"Bachelor Seat Rent Shyamoli, Mohammadpur",Dhaka,10,Shyamoli,Bachelor Seat
"Mohammadpur, Dhaka",1,1,October Rent ,6000,"Bachelor Room Rent Mohammadpur, Dhaka",Dhaka,10,Mohammadpur,Bachelor Room
"Mohammadia Housing Society, Mohammadpur",1,1,October Rent ,2650,"Bachelor Seat Rent Mohammadia Housing Society, Mohammadpur",Dhaka,10,Mohammadia Housing Society,Bachelor Seat
"Mirpur 1, Mirpur",1,1,September Rent ,4200,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka,9,Mirpur 1,Bachelor Seat
"Pirerbag, Mirpur",2,1,October Rent ,12000,"Family Flat Rent Pirerbag, Mirpur",Dhaka,10,Pirerbag,Family
"Dhanmondi, Dhaka",0,1,October Rent ,8000,"Sublet Room Rent Dhanmondi, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 8000 BDT Save Property Add to Compare",Dhaka,10,Dhanmondi,Sublet
"Mirpur 1, Mirpur",1,1,September Rent ,3500,"Bachelor Seat Rent Mirpur 1, Mirpur",Dhaka,9,Mirpur 1,Bachelor Seat
"Dhaka Uddan Housing, Mohammadpur",0,1,October Rent ,6500,"Sublet Room Rent Dhaka Uddan Housing, Mohammadpur Room: 1, Bath: 1 To-let from:
                                October Rent : 6500 BDT Save Property Add to Compare",Dhaka,10,Dhaka Uddan Housing,Sublet
"Aftab Nagar, Badda",3,3,October Rent ,22000,"Family Flat Rent Aftab Nagar, Badda",Dhaka,10,Aftab Nagar,Family
"Ullan, Rampura",3,2,October Rent ,17000,"Family Flat Rent Ullan, Rampura",Dhaka,10,Ullan,Family
"Noyanagor, Khilkhet",0,1,September Rent ,8000,"Sublet Room Rent Noyanagor, Khilkhet Room: 1, Bath: 1 To-let from:
                                September Rent : 8000 BDT Save Property Add to Compare",Dhaka,9,Noyanagor,Sublet
"Shangkar, Dhanmondi",1,1,October Rent ,2600,"Bachelor Seat Rent Shangkar, Dhanmondi",Dhaka,10,Shangkar,Bachelor Seat
"Dhanmondi 15, Dhanmondi",1,1,October Rent ,2500,"Bachelor Seat Rent Dhanmondi 15, Dhanmondi",Dhaka,10,Dhanmondi 15,Bachelor Seat
"Shangkar, Dhanmondi",1,1,October Rent ,6000,"Bachelor Room Rent Shangkar, Dhanmondi",Dhaka,10,Shangkar,Bachelor Room
"Sobhanbagh, Dhanmondi",1,1,October Rent ,5500,"Bachelor Seat Rent Sobhanbagh, Dhanmondi",Dhaka,10,Sobhanbagh,Bachelor Seat
"Katasur, Mohammadpur",1,1,October Rent ,2320,"Bachelor Seat Rent Katasur, Mohammadpur",Dhaka,10,Katasur,Bachelor Seat
"Mohammadpur, Dhaka",0,1,October Rent ,8500,"Sublet Room Rent Mohammadpur, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 8500 BDT Save Property Add to Compare",Dhaka,10,Mohammadpur,Sublet
"Mohammadpur, Dhaka",0,1,October Rent ,8000,"Sublet Room Rent Mohammadpur, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 8000 BDT Save Property Add to Compare",Dhaka,10,Mohammadpur,Sublet
"Dhaka Uddan Housing, Mohammadpur",2,1,October Rent ,8500,"Family House Rent Dhaka Uddan Housing, Mohammadpur",Dhaka,10,Dhaka Uddan Housing,Family
"Chad Uddan, Mohammadpur",1,1,October Rent ,4000,"Bachelor Seat Rent Chad Uddan, Mohammadpur",Dhaka,10,Chad Uddan,Bachelor Seat
"Pirerbag, Mirpur",0,1,October Rent ,8000,"Sublet Room Rent Pirerbag, Mirpur Room: 1, Bath: 1 To-let from:
                                October Rent : 8000 BDT Save Property Add to Compare",Dhaka,10,Pirerbag,Sublet
"Chandrima Model Town, Mohammadpur",3,3,October Rent ,13000,"Family House Rent Chandrima Model Town, Mohammadpur",Dhaka,10,Chandrima Model Town,Family
"Azimpur, Lalbag",1,1,October Rent ,2415,"Bachelor Seat Rent Azimpur, Lalbag",Dhaka,10,Azimpur,Bachelor Seat
"Zigatola, Dhanmondi",1,1,November Rent ,8500,"Bachelor Room Rent Zigatola, Dhanmondi",Dhaka,11,Zigatola,Bachelor Room
"Dhanmondi, Dhaka",1,1,October Rent ,3600,"Bachelor Seat Rent Dhanmondi, Dhaka",Dhaka,10,Dhanmondi,Bachelor Seat
"Dhanmondi, Dhaka",0,1,October Rent ,5000,"Sublet Room Rent Dhanmondi, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 5000 BDT Save Property Add to Compare",Dhaka,10,Dhanmondi,Sublet
"Bashundhara R.A, Vatara",1,1,September Rent ,5000,"Bachelor Seat Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Bachelor Seat
"Adabor, Dhaka",0,1,October Rent ,11000,"Sublet Room Rent Adabor, Dhaka Room: 1, Bath: 1 To-let from:
                                October Rent : 11000 BDT Save Property Add to Compare",Dhaka,10,Adabor,Sublet
"Badda DIT Project, Badda",1,1,October Rent ,12000,"Family Flat Rent Badda DIT Project, Badda",Dhaka,10,Badda DIT Project,Family
"Bashundhara R.A, Vatara",3,4,September Rent ,40000,"Family Flat Rent Bashundhara R.A, Vatara",Dhaka,9,Bashundhara R.A,Family
"Daskhinkhan, Dhaka",4,3,September Rent ,18000,"Family House Rent Daskhinkhan, Dhaka",Dhaka,9,Daskhinkhan,Family
"Banasree, Rampura",1,1,October Rent ,2600,"Bachelor Seat Rent Banasree, Rampura",Dhaka,10,Banasree,Bachelor Seat
"Mohammadpur, Dhaka",1,1,October Rent ,8000,"Bachelor Room Rent Mohammadpur, Dhaka",Dhaka,10,Mohammadpur,Bachelor Room
"Uttara, Dhaka",1,1,October Rent ,10000,"Family Flat Rent Uttara, Dhaka",Dhaka,10,Uttara,Family
"Mirpur, Dhaka",2,2,October Rent ,11500,"Family House Rent Mirpur, Dhaka",Dhaka,10,Mirpur,Family
